Date,Latitude,Longtitude,Total,Hook
2011-01-30 00:00:00,19.7268472222,71.1038083333,10.0,
2011-01-31 00:00:00,19.7242138889,71.0954583333,0.0,
2011-03-07 00:00:00,19.7242138889,71.0954583333,0.0,
2011-01-31 00:00:00,19.7271305556,71.114725,25.0,
2011-03-07 00:00:00,19.7271305556,71.114725,25.0,
2011-01-30 00:00:00,19.7293805556,71.1082277778,10.0,
2011-01-31 00:00:00,19.7313083333,71.1052611111,10.0,
2011-03-07 00:00:00,19.7313083333,71.1052611111,10.0,
2011-01-29 00:00:00,19.7400833333,71.0877888889,80.0,
2011-01-29 00:00:00,19.7444083333,71.1003722222,202.0,
2011-01-31 00:00:00,19.7509083333,71.0684055556,5.0,
2011-03-07 00:00:00,19.7509083333,71.0684055556,5.0,
2011-01-31 00:00:00,19.7592222222,71.0993111111,20.0,
2011-03-07 00:00:00,19.7592222222,71.0993111111,20.0,
2011-01-30 00:00:00,19.7508333333,71.0843444444,100.0,
2011-01-19 00:00:00,19.8833861111,71.8368805556,5.0,
2011-01-15 00:00:00,19.2525722222,71.9044194444,10.0,
2010-05-06 00:00:00,10.0,76.1830555556,170.0,
2008-03-05 00:00:00,10.1666666667,76.15,700.0,
2009-06-08 00:00:00,10.2166666667,76.15,280.0,
2008-03-05 00:00:00,10.25,76.0830555556,4800.0,
2009-06-08 00:00:00,10.2830555556,76.0330555556,1100.0,
2009-06-03 00:00:00,10.3,75.9166666667,1700.0,
2009-06-03 00:00:00,10.3158333333,75.9666666667,300.0,
2010-11-02 00:00:00,10.3166666667,75.95,2200.0,
2010-11-02 00:00:00,10.3330555556,75.9830555556,450.0,
2011-06-15 00:00:00,10.3330555556,75.8666666667,950.0,
2011-06-15 00:00:00,10.3330555556,75.8666666667,175.0,
2011-06-10 00:00:00,10.35,75.8330555556,1200.0,
2008-12-26 00:00:00,10.4166666667,75.7666666667,2100.0,
2008-12-26 00:00:00,10.4166666667,75.8330555556,590.0,
2011-02-04 00:00:00,10.4166666667,75.9830555556,120.0,
2011-06-10 00:00:00,10.45,75.8330555556,300.0,
2010-12-09 00:00:00,10.4666666667,75.7830555556,350.0,
2010-08-03 00:00:00,10.05,76.1666666667,1800.0,
2009-02-19 00:00:00,10.5,75.9,1100.0,
2009-02-19 00:00:00,10.5,75.9666666667,250.0,
2011-06-01 00:00:00,10.55,75.6166666667,125.0,
2010-12-09 00:00:00,10.6166666667,75.8666666667,1300.0,
2011-06-01 00:00:00,10.6666666667,75.5830555556,900.0,
2011-04-04 00:00:00,10.7,75.6830555556,200.0,
2011-01-18 00:00:00,10.75,75.5497222222,375.0,
2011-04-04 00:00:00,10.75,75.7997222222,1050.0,
2009-03-18 00:00:00,10.7666666667,75.5,1100.0,
2010-10-28 00:00:00,10.8166666667,75.6330555556,400.0,
2011-04-25 00:00:00,10.8330555556,75.8330555556,900.0,
2009-03-18 00:00:00,10.8666666667,75.4666666667,1400.0,
2010-10-28 00:00:00,10.8666666667,75.65,1950.0,
2011-02-14 00:00:00,10.8830555556,75.5997222222,950.0,
2011-01-18 00:00:00,10.9166666667,75.8330555556,1250.0,
2011-02-14 00:00:00,10.9666666667,75.5330555556,200.0,
2008-11-07 00:00:00,10.1166666667,76.1666666667,600.0,
2010-12-02 00:00:00,10.1166666667,76.1166666667,600.0,
2008-11-07 00:00:00,10.15,76.0166666667,1700.0,
2011-05-25 00:00:00,11.0,75.7830555556,80.0,
2010-10-04 00:00:00,11.1666666667,75.7830555556,500.0,
2010-12-16 00:00:00,11.2,75.6166666667,500.0,
2009-04-06 00:00:00,11.2330555556,75.3830555556,1100.0,
2010-12-15 00:00:00,11.2330555556,75.6330555556,1400.0,
2009-04-06 00:00:00,11.25,75.5,200.0,
2011-03-03 00:00:00,11.25,75.3666666667,125.0,
2009-09-28 00:00:00,11.2830555556,75.6166666667,450.0,
2009-05-05 00:00:00,11.3330555556,75.5,250.0,
2011-01-05 00:00:00,11.3330555556,75.6666666667,1800.0,
2009-09-28 00:00:00,11.35,75.4666666667,3100.0,
2011-03-03 00:00:00,11.3666666667,75.4,750.0,
2009-05-05 00:00:00,11.4166666667,75.5830555556,1200.0,
2011-01-05 00:00:00,11.4166666667,75.6330555556,275.0,
2011-03-11 00:00:00,11.4166666667,75.6666666667,150.0,
2011-05-12 00:00:00,11.55,75.4166666667,210.0,
2011-05-12 00:00:00,11.5830555556,75.3830555556,1075.0,
2010-11-18 00:00:00,11.8330555556,75.2,375.0,
2011-05-25 00:00:00,11.0997222222,75.75,780.0,
2010-11-18 00:00:00,11.85,75.25,2100.0,
2010-11-22 00:00:00,11.85,75.2666666667,400.0,
2010-09-06 00:00:00,11.8666666667,75.3330555556,310.0,
2010-11-22 00:00:00,11.8666666667,75.3166666667,3000.0,
2008-05-27 00:00:00,8.66666666667,76.5830555556,900.0,
2011-04-18 00:00:00,8.66666666667,76.3497222222,300.0,
2008-06-07 00:00:00,8.81666666667,76.5330555556,600.0,
2009-08-06 00:00:00,8.83305555556,76.2,435.0,
2008-03-04 00:00:00,8.85,76.4666666667,1700.0,
2009-08-06 00:00:00,8.85,76.1666666667,3950.0,
2008-03-04 00:00:00,8.86666666667,76.5166666667,350.0,
2011-04-18 00:00:00,8.86666666667,76.5,1200.0,
2008-06-07 00:00:00,8.88305555556,76.4,2200.0,
2008-05-27 00:00:00,8.91666666667,76.5,2100.0,
2010-01-15 00:00:00,8.91666666667,76.4666666667,310.0,
2010-01-15 00:00:00,8.93305555556,76.5,2075.0,
2009-08-26 00:00:00,9.16666666667,76.2997222222,3370.0,
2009-12-15 00:00:00,9.16666666667,76.3497222222,2200.0,
2011-01-24 00:00:00,9.16666666667,76.3330555556,190.0,
2011-06-02 00:00:00,9.16666666667,76.1666666667,210.0,
2009-12-20 00:00:00,9.2,76.3166666667,200.0,
2011-03-09 00:00:00,9.2,76.25,180.0,
2011-06-02 00:00:00,9.2,76.1166666667,1100.0,
2009-12-20 00:00:00,9.21666666667,76.3497222222,1300.0,
2008-08-19 00:00:00,9.22916666667,76.3375,900.0,
2008-08-19 00:00:00,9.23055555556,76.2166666667,4100.0,
2008-09-02 00:00:00,9.24166666667,76.1305555556,3800.0,
2008-09-02 00:00:00,9.24166666667,76.25,700.0,
2008-10-05 00:00:00,9.25,76.3330555556,380.0,
2008-10-05 00:00:00,9.25,76.3497222222,700.0,
2008-10-05 00:00:00,9.33305555556,76.3666666667,,
2011-02-16 00:00:00,9.33305555556,76.3330555556,800.0,
2011-03-09 00:00:00,9.33305555556,76.3666666667,900.0,
2010-03-06 00:00:00,9.41666666667,76.3330555556,3000.0,
2010-03-06 00:00:00,9.46666666667,76.25,275.0,
2008-12-18 00:00:00,9.48305555556,76.1666666667,900.0,
2010-04-23 00:00:00,9.5,76.2666666667,200.0,
2008-12-18 00:00:00,9.53305555556,76.0330555556,2700.0,
2010-04-23 00:00:00,9.58305555556,76.2,1800.0,
2010-01-21 00:00:00,9.08305555556,76.3330555556,3100.0,
2011-01-24 00:00:00,9.08305555556,76.4166666667,1100.0,
2008-11-18 00:00:00,9.68305555556,76.0497222222,1650.0,
2009-11-18 00:00:00,9.75,76.25,8000.0,
2009-12-01 00:00:00,9.75,76.1330555556,1800.0,
2008-11-18 00:00:00,9.78305555556,76.15,475.0,
2009-10-15 00:00:00,9.8,75.8666666667,2700.0,
2009-10-15 00:00:00,9.81666666667,75.7997222222,410.0,
2009-01-21 00:00:00,9.83305555556,76.1666666667,300.0,
2009-01-24 00:00:00,9.83305555556,76.1666666667,250.0,
2009-11-18 00:00:00,9.83305555556,76.1330555556,550.0,
2009-12-15 00:00:00,9.09972222222,76.3166666667,250.0,
2009-12-01 00:00:00,9.86666666667,76.1666666667,300.0,
2011-05-16 00:00:00,9.91666666667,75.9830555556,90.0,
2010-02-05 00:00:00,9.95,76.1330555556,2200.0,
2009-03-06 00:00:00,9.96666666667,76.1330555556,1100.0,
2009-03-06 00:00:00,9.96666666667,76.1330555556,600.0,
2009-05-19 00:00:00,9.96666666667,76.1666666667,950.0,
2010-02-19 00:00:00,9.96666666667,76.1666666667,5000.0,
2010-02-19 00:00:00,9.96666666667,76.0830555556,500.0,
2011-05-16 00:00:00,9.96666666667,75.9666666667,800.0,
2009-01-21 00:00:00,9.98305555556,76.1666666667,2000.0,
2009-01-24 00:00:00,9.98305555556,76.1830555556,900.0,
2009-05-19 00:00:00,9.98305555556,76.1166666667,175.0,
2010-02-05 00:00:00,9.98305555556,75.9830555556,375.0,
2010-01-21 00:00:00,9.11666666667,76.2330555556,275.0,
2008-10-05 00:00:00,9.15,76.3166666667,,
2009-08-26 00:00:00,9.15,76.2830555556,450.0,
2010-03-23 00:00:00,12.4174027778,80.4102222222,220.0,
2009-08-13 00:00:00,12.4655194444,80.2422777778,300.0,
2009-07-14 00:00:00,12.8797222222,80.4075,250.0,
2010-03-02 00:00:00,13.2064388889,80.4098444444,70.0,
2010-02-05 00:00:00,13.2709944444,80.4226333333,200.0,
2012-07-12 00:00:00,12.4422222222,80.305,156.0,
2009-07-02 00:00:00,12.4547222222,80.2422222222,130.0,
2012-11-12 00:00:00,12.4963722222,80.181675,120.0,
2012-12-09 00:00:00,12.5344027778,80.3500361111,158.0,
2012-06-24 00:00:00,12.5512083333,80.2502527778,83.0,
2012-03-03 00:00:00,12.58,80.27,83.0,
2012-04-11 00:00:00,12.5817722222,80.2632166667,73.0,
2012-12-09 00:00:00,12.58505,80.25115,22.0,
2012-06-22 00:00:00,12.6092694444,80.2639916667,300.0,
2012-07-12 00:00:00,12.6127777778,80.2963888889,48.0,
2012-03-03 00:00:00,12.6347472222,80.2518916667,23.0,
2011-01-20 00:00:00,12.6376527778,80.30365,10.0,
2010-08-03 00:00:00,12.7027333333,80.3381,45.0,
2009-08-13 00:00:00,12.721175,80.2757861111,80.0,
2010-11-11 00:00:00,12.7260861111,80.3779333333,20.0,
2010-07-02 00:00:00,12.7379027778,80.3574027778,65.0,
2011-07-02 00:00:00,12.7442194444,80.4630527778,75.0,
2009-09-12 00:00:00,12.7486111111,80.2908333333,400.0,
2011-03-10 00:00:00,12.75175,80.3298833333,25.0,
2009-11-25 00:00:00,12.7555194444,80.2578666667,150.0,
2012-11-15 00:00:00,12.7713888889,80.285,330.0,
2011-01-18 00:00:00,12.7780388889,80.3133888889,30.0,
2011-01-18 00:00:00,12.7873277778,80.3260472222,4.0,
2010-03-23 00:00:00,12.7883861111,80.3266666667,15.0,
2011-03-20 00:00:00,12.7896527778,80.2732722222,22.0,
2011-06-19 00:00:00,12.789875,80.3685972222,25.0,
2011-06-30 00:00:00,12.7901277778,80.38645,35.0,
2012-11-15 00:00:00,12.8044444444,80.2858333333,55.0,
2011-04-10 00:00:00,12.8057888889,80.3074055556,20.0,
2009-08-29 00:00:00,12.8633333333,80.3730555556,90.0,
2011-07-17 00:00:00,12.9229833333,80.4248388889,26.0,
2010-10-19 00:00:00,12.9315277778,80.3888666667,150.0,
2010-10-19 00:00:00,12.9399694444,80.3259444444,5.0,
2011-12-04 00:00:00,12.9433027778,80.3202861111,20.0,
2011-01-13 00:00:00,12.9501833333,80.3409361111,4.0,
2011-06-26 00:00:00,12.9601722222,80.3902055556,20.0,
2012-04-13 00:00:00,12.961525,80.3098138889,154.0,
2011-03-08 00:00:00,12.966375,80.3478388889,260.0,
2011-01-13 00:00:00,12.9683222222,80.3728944444,20.0,
2011-02-20 00:00:00,12.9701916667,80.361425,150.0,
2009-12-08 00:00:00,12.9714777778,80.3436888889,250.0,
2011-11-10 00:00:00,12.9799972222,80.31,22.0,
2011-09-20 00:00:00,12.9811944444,80.3524944444,85.0,
2011-03-08 00:00:00,12.98375,80.3116527778,20.0,
2009-09-26 00:00:00,13.0155555556,80.3544444444,50.0,
2010-11-21 00:00:00,13.0298527778,80.3721916667,35.0,
2011-09-13 00:00:00,13.0311555556,80.3399555556,74.0,
2011-03-24 00:00:00,13.0334361111,80.3357111111,40.0,
2011-03-17 00:00:00,13.0369361111,80.3294611111,50.0,
2011-03-24 00:00:00,13.0375638889,80.41785,280.0,
2011-03-17 00:00:00,13.0446666667,80.3650944444,300.0,
2011-11-10 00:00:00,13.0669666667,80.3272638889,10.0,
2011-02-17 00:00:00,13.084325,80.3980972222,18.0,
2010-09-25 00:00:00,13.1044055556,80.503775,30.0,
2009-11-19 00:00:00,13.1186805556,80.4278388889,250.0,
2010-03-02 00:00:00,13.1700694444,80.4305527778,220.0,
2012-03-06 00:00:00,13.1755944444,80.4285972222,42.0,
2011-09-29 00:00:00,13.1756361111,80.40685,105.0,
2011-03-06 00:00:00,13.178025,80.3956333333,370.0,
2012-11-07 00:00:00,13.185,80.3833333333,328.0,
2009-06-26 00:00:00,13.1969444444,80.4186111111,400.0,
